run_file,run_id,run_name,created_at_utc,run_schema_version,git_sha,script_persist_directory,script_collection_name,script_chroma_sqlite_sha256,derived_persist_directory,derived_collection_name,derived_build_tag,derived_chroma_sqlite_sha256,persist_directory,search_type,k,qe_enabled,case_id,question,retrieved_any,said_idk,cited_episode,context_docs,context_chars,distinct_episode_count,distinct_source_count,top_episode_share,episode_entropy_norm,source_dup_rate,episode_dup_rate,aggregation_like,aggregation_readiness_score_0_100,cited_episode_ids_not_in_context_count,grounding_failure,retrieval_failure
experiments/runs/2026-03-03T04-50-43Z_scene_chunks_similarity_k12.json,2026-03-03T04-50-43Z_scene_chunks_similarity_k12,scene_chunks_similarity_k12,2026-03-03T04:50:43Z,,,db/chroma_db_scene,,,,,,,db/chroma_db_scene,similarity,12,,q5,List Michael Scott’s serious girlfriends and how the relationships ended.,True,False,False,12,14152,,,,,,,,,,,
experiments/runs/2026-03-03T04-50-43Z_scene_chunks_similarity_k12.json,2026-03-03T04-50-43Z_scene_chunks_similarity_k12,scene_chunks_similarity_k12,2026-03-03T04:50:43Z,,,db/chroma_db_scene,,,,,,,db/chroma_db_scene,similarity,12,,q6,What is the teapot letter and why is it important?,True,True,False,12,5429,,,,,,,,,,,
experiments/runs/2026-03-03T04-50-43Z_scene_chunks_similarity_k12.json,2026-03-03T04-50-43Z_scene_chunks_similarity_k12,scene_chunks_similarity_k12,2026-03-03T04:50:43Z,,,db/chroma_db_scene,,,,,,,db/chroma_db_scene,similarity,12,,q7,Who is Creed and what is his deal?,True,False,False,12,2714,,,,,,,,,,,
experiments/runs/2026-03-03T05-01-53Z_scene_chunks_mmr_k12_fetch80_lambda09.json,2026-03-03T05-01-53Z_scene_chunks_mmr_k12_fetch80_lambda09,scene_chunks_mmr_k12_fetch80_lambda09,2026-03-03T05:01:53Z,,,db/chroma_db_scene,,,,,,,db/chroma_db_scene,mmr,12,,q1,Find the episode where Dwight says something like 'Bears. Beets. Battlestar Galactica.' What is the context?,True,False,False,12,9953,,,,,,,,,,,
experiments/runs/2026-03-03T05-01-53Z_scene_chunks_mmr_k12_fetch80_lambda09.json,2026-03-03T05-01-53Z_scene_chunks_mmr_k12_fetch80_lambda09,scene_chunks_mmr_k12_fetch80_lambda09,2026-03-03T05:01:53Z,,,db/chroma_db_scene,,,,,,,db/chroma_db_scene,mmr,12,,q2,In what episode does Michael burn his foot?,True,False,True,12,7838,,,,,,,,,,,
experiments/runs/2026-03-03T05-01-53Z_scene_chunks_mmr_k12_fetch80_lambda09.json,2026-03-03T05-01-53Z_scene_chunks_mmr_k12_fetch80_lambda09,scene_chunks_mmr_k12_fetch80_lambda09,2026-03-03T05:01:53Z,,,db/chroma_db_scene,,,,,,,db/chroma_db_scene,mmr,12,,q3,Summarize season 2 of The Office.,True,False,True,12,4270,,,,,,,,,,,
experiments/runs/2026-03-03T05-01-53Z_scene_chunks_mmr_k12_fetch80_lambda09.json,2026-03-03T05-01-53Z_scene_chunks_mmr_k12_fetch80_lambda09,scene_chunks_mmr_k12_fetch80_lambda09,2026-03-03T05:01:53Z,,,db/chroma_db_scene,,,,,,,db/chroma_db_scene,mmr,12,,q4,Why does Dwight dislike Jim? Give 3 reasons with examples,True,False,False,12,5544,,,,,,,,,,,
experiments/runs/2026-03-03T05-01-53Z_scene_chunks_mmr_k12_fetch80_lambda09.json,2026-03-03T05-01-53Z_scene_chunks_mmr_k12_fetch80_lambda09,scene_chunks_mmr_k12_fetch80_lambda09,2026-03-03T05:01:53Z,,,db/chroma_db_scene,,,,,,,db/chroma_db_scene,mmr,12,,q5,List Michael Scott’s serious girlfriends and how the relationships ended.,True,False,False,12,12267,,,,,,,,,,,
experiments/runs/2026-03-03T05-01-53Z_scene_chunks_mmr_k12_fetch80_lambda09.json,2026-03-03T05-01-53Z_scene_chunks_mmr_k12_fetch80_lambda09,scene_chunks_mmr_k12_fetch80_lambda09,2026-03-03T05:01:53Z,,,db/chroma_db_scene,,,,,,,db/chroma_db_scene,mmr,12,,q6,What is the teapot letter and why is it important?,True,True,False,12,6050,,,,,,,,,,,
experiments/runs/2026-03-03T05-01-53Z_scene_chunks_mmr_k12_fetch80_lambda09.json,2026-03-03T05-01-53Z_scene_chunks_mmr_k12_fetch80_lambda09,scene_chunks_mmr_k12_fetch80_lambda09,2026-03-03T05:01:53Z,,,db/chroma_db_scene,,,,,,,db/chroma_db_scene,mmr,12,,q7,Who is Creed and what is his deal?,True,False,False,12,2434,,,,,,,,,,,
experiments/runs/2026-03-03T05-40-45Z_qe_rrf_similarity_k12.json,2026-03-03T05-40-45Z_qe_rrf_similarity_k12,qe_rrf_similarity_k12,2026-03-03T05:40:45Z,,,db/chroma_db,,,,,,,db/chroma_db,similarity,12,True,q1,Find the episode where Dwight says something like 'Bears. Beets. Battlestar Galactica.' What is the context?,True,False,True,12,10309,,,,,,,,,,,
experiments/runs/2026-03-03T05-40-45Z_qe_rrf_similarity_k12.json,2026-03-03T05-40-45Z_qe_rrf_similarity_k12,qe_rrf_similarity_k12,2026-03-03T05:40:45Z,,,db/chroma_db,,,,,,,db/chroma_db,similarity,12,True,q2,In what episode does Michael burn his foot?,True,False,True,12,10108,,,,,,,,,,,
experiments/runs/2026-03-03T05-40-45Z_qe_rrf_similarity_k12.json,2026-03-03T05-40-45Z_qe_rrf_similarity_k12,qe_rrf_similarity_k12,2026-03-03T05:40:45Z,,,db/chroma_db,,,,,,,db/chroma_db,similarity,12,True,q3,Summarize season 2 of The Office.,True,False,True,12,5916,,,,,,,,,,,
experiments/runs/2026-03-03T05-40-45Z_qe_rrf_similarity_k12.json,2026-03-03T05-40-45Z_qe_rrf_similarity_k12,qe_rrf_similarity_k12,2026-03-03T05:40:45Z,,,db/chroma_db,,,,,,,db/chroma_db,similarity,12,True,q4,Why does Dwight dislike Jim? Give 3 reasons with examples,True,False,False,12,9738,,,,,,,,,,,
experiments/runs/2026-03-03T05-40-45Z_qe_rrf_similarity_k12.json,2026-03-03T05-40-45Z_qe_rrf_similarity_k12,qe_rrf_similarity_k12,2026-03-03T05:40:45Z,,,db/chroma_db,,,,,,,db/chroma_db,similarity,12,True,q5,List Michael Scott’s serious girlfriends and how the relationships ended.,True,False,False,12,14721,,,,,,,,,,,
experiments/runs/2026-03-03T05-40-45Z_qe_rrf_similarity_k12.json,2026-03-03T05-40-45Z_qe_rrf_similarity_k12,qe_rrf_similarity_k12,2026-03-03T05:40:45Z,,,db/chroma_db,,,,,,,db/chroma_db,similarity,12,True,q6,What is the teapot letter and why is it important?,True,False,False,11,9038,,,,,,,,,,,
experiments/runs/2026-03-03T05-40-45Z_qe_rrf_similarity_k12.json,2026-03-03T05-40-45Z_qe_rrf_similarity_k12,qe_rrf_similarity_k12,2026-03-03T05:40:45Z,,,db/chroma_db,,,,,,,db/chroma_db,similarity,12,True,q7,Who is Creed and what is his deal?,True,False,False,12,7908,,,,,,,,,,,
experiments/runs/2026-03-03T05-46-17Z_qe_rrf_mmr_k12.json,2026-03-03T05-46-17Z_qe_rrf_mmr_k12,qe_rrf_mmr_k12,2026-03-03T05:46:17Z,,,db/chroma_db,,,,,,,db/chroma_db,mmr,12,True,q1,Find the episode where Dwight says something like 'Bears. Beets. Battlestar Galactica.' What is the context?,True,False,False,12,11160,,,,,,,,,,,
experiments/runs/2026-03-03T05-46-17Z_qe_rrf_mmr_k12.json,2026-03-03T05-46-17Z_qe_rrf_mmr_k12,qe_rrf_mmr_k12,2026-03-03T05:46:17Z,,,db/chroma_db,,,,,,,db/chroma_db,mmr,12,True,q2,In what episode does Michael burn his foot?,True,False,True,12,9379,,,,,,,,,,,
experiments/runs/2026-03-03T05-46-17Z_qe_rrf_mmr_k12.json,2026-03-03T05-46-17Z_qe_rrf_mmr_k12,qe_rrf_mmr_k12,2026-03-03T05:46:17Z,,,db/chroma_db,,,,,,,db/chroma_db,mmr,12,True,q3,Summarize season 2 of The Office.,True,False,True,12,5056,,,,,,,,,,,
experiments/runs/2026-03-03T05-46-17Z_qe_rrf_mmr_k12.json,2026-03-03T05-46-17Z_qe_rrf_mmr_k12,qe_rrf_mmr_k12,2026-03-03T05:46:17Z,,,db/chroma_db,,,,,,,db/chroma_db,mmr,12,True,q4,Why does Dwight dislike Jim? Give 3 reasons with examples,True,False,False,12,9679,,,,,,,,,,,
experiments/runs/2026-03-03T05-46-17Z_qe_rrf_mmr_k12.json,2026-03-03T05-46-17Z_qe_rrf_mmr_k12,qe_rrf_mmr_k12,2026-03-03T05:46:17Z,,,db/chroma_db,,,,,,,db/chroma_db,mmr,12,True,q5,List Michael Scott’s serious girlfriends and how the relationships ended.,True,False,False,12,12549,,,,,,,,,,,
experiments/runs/2026-03-03T05-46-17Z_qe_rrf_mmr_k12.json,2026-03-03T05-46-17Z_qe_rrf_mmr_k12,qe_rrf_mmr_k12,2026-03-03T05:46:17Z,,,db/chroma_db,,,,,,,db/chroma_db,mmr,12,True,q6,What is the teapot letter and why is it important?,True,False,False,12,9305,,,,,,,,,,,
experiments/runs/2026-03-03T05-46-17Z_qe_rrf_mmr_k12.json,2026-03-03T05-46-17Z_qe_rrf_mmr_k12,qe_rrf_mmr_k12,2026-03-03T05:46:17Z,,,db/chroma_db,,,,,,,db/chroma_db,mmr,12,True,q7,Who is Creed and what is his deal?,True,False,False,12,6948,,,,,,,,,,,
experiments/runs/2026-03-04T04-37-56Z_qe_rrf_mmr_k12.json,2026-03-04T04-37-56Z_qe_rrf_mmr_k12,qe_rrf_mmr_k12,2026-03-04T04:37:56Z,,,db/chroma_db_meta,,,,,,,db/chroma_db_meta,mmr,12,True,q1,Find the episode where Dwight says something like 'Bears. Beets. Battlestar Galactica.' What is the context?,True,False,True,12,11197,,,,,,,,,,False,False
experiments/runs/2026-03-04T04-37-56Z_qe_rrf_mmr_k12.json,2026-03-04T04-37-56Z_qe_rrf_mmr_k12,qe_rrf_mmr_k12,2026-03-04T04:37:56Z,,,db/chroma_db_meta,,,,,,,db/chroma_db_meta,mmr,12,True,q2,In what episode does Michael burn his foot?,True,False,True,12,9400,,,,,,,,,,False,False
experiments/runs/2026-03-04T04-37-56Z_qe_rrf_mmr_k12.json,2026-03-04T04-37-56Z_qe_rrf_mmr_k12,qe_rrf_mmr_k12,2026-03-04T04:37:56Z,,,db/chroma_db_meta,,,,,,,db/chroma_db_meta,mmr,12,True,q3,Summarize season 2 of The Office.,True,False,True,12,1852,,,,,,,,,,False,
experiments/runs/2026-03-04T04-37-56Z_qe_rrf_mmr_k12.json,2026-03-04T04-37-56Z_qe_rrf_mmr_k12,qe_rrf_mmr_k12,2026-03-04T04:37:56Z,,,db/chroma_db_meta,,,,,,,db/chroma_db_meta,mmr,12,True,q4,Why does Dwight dislike Jim? Give 3 reasons with examples,True,False,False,12,9344,,,,,,,,,,False,
experiments/runs/2026-03-04T04-37-56Z_qe_rrf_mmr_k12.json,2026-03-04T04-37-56Z_qe_rrf_mmr_k12,qe_rrf_mmr_k12,2026-03-04T04:37:56Z,,,db/chroma_db_meta,,,,,,,db/chroma_db_meta,mmr,12,True,q5,List Michael Scott’s serious girlfriends and how the relationships ended.,True,False,False,12,11857,,,,,,,,,,False,
